excluded_path,excluded_source,excluded_label,matched_path,matched_source,hamming_dist
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (62).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (42).png,busi,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (63).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (21).png,busi,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (64).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (21).png,busi,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (67).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (55).png,busi,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (68).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (55).png,busi,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (69).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (58).png,busi,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (81).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (23).png,busi,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (98).png,busi,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUSI Dataset/BUSI Dataset/Dataset_BUSI_with_GT/normal/normal (97).png,busi,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ALWI_004.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ALWI_003.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHSP_007.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHSP_006.png,uclm,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_002.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_001.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_005.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHCO_000.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_008.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHCO_001.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_009.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHCO_002.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_013.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHCO_003.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_020.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_001.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/COPE_013.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/COPE_012.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/COPE_018.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/COPE_017.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_002.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_001.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_014.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_013.png,uclm,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_019.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_017.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_020.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_017.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_023.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_022.png,uclm,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_032.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_031.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_034.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_029.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_038.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/DAPA_001.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/FLBA_002.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/FLBA_001.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/FLKA_004.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/FLKA_003.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_004.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_003.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_006.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_003.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_007.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_005.png,uclm,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/HUBL_019.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CHVI_012.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/LOTI_008.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/LOTI_007.png,uclm,4
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/MENE_005.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/MENE_004.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/MENE_018.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/MENE_000.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ORPE_020.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ORPE_019.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ORPE_023.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/ORPE_022.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/PLBA_004.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/CAWI_022.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/PLBA_007.png,uclm,normal,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/LOTI_003.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_002.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_001.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_003.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_001.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_004.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/RARE_001.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SECH_009.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SECH_008.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_002.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_000.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_006.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_005.png,uclm,6
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_008.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/SIBA_007.png,uclm,0
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_004.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_003.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_019.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_018.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_020.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/STSP_018.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/TOCI_013.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/TOCI_012.png,uclm,2
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/TOCI_021.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/TOCI_020.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/UNCU_003.png,uclm,malignant,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/UNCU_002.png,uclm,8
/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/VITR_004.png,uclm,benign,/kaggle/input/datasets/arittrodhrubo/breast-lesion-main-dataset/BUS UCLM Dataset/BUS UCLM Dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM Breast ultrasound lesion segmentation dataset/BUS-UCLM/images/VITR_003.png,uclm,2
